# Generated on Mon Aug 16 13:52:36 2021 by yr2369.
# This file was created by PDFgui.
#S 1
#L index  rw
0 0.212828
1 0.165721
2 0.149918
3 0.144653
4 0.129697
5 0.124331
6 0.126222
7 0.123884
8 0.125065
9 0.128362
10 0.126588
11 0.127814
12 0.128511
13 0.130813
14 0.131901
15 0.133214
16 0.134038
17 0.13481
18 0.13587
19 0.138406
20 0.139615
21 0.141021
22 0.144486
23 0.145241
24 0.145785
25 0.148455
26 0.149367
27 0.149979
28 0.150719
